"id","nombre","precio_min","precio_max"
20868,"Bocadito Bonafide Dulce de Leche Flowpack 16 Gr","540.00","968.00"
20869,"Premezcla para Bizcochuelo Chocolate Morixe 540 Gr","2059.00","2423.52"
20870,"Papas Fritas Pay Krachitos 55 Gr","1200.00","1235.00"
20871,"Fideos Caserito Don Vicente 500 Gr","2300.00","2400.00"
20872,"Chocolate Blanco Galak 80 Gr","2969.00","3440.00"
20873,"Mani Japones 50 Gr","990.00","990.00"
20874,"Sopa de Vegetales con Municiones Knorr 78 Gr","1630.00","1659.00"
20875,"Triangulos Azucarado 150 Gr","1300.00","1555.00"
20876,"Pan Hamburguesa con Sesamo Fargo 4 Un","2125.00","2130.00"
20877,"Aritos Frutales Granix 130 Gr","1105.00","1105.00"
20878,"Salsa Chimichurri Dos Anclas 375 Gr","2760.00","3212.00"
20879,"Bolitas de Cereal Chocolate Nesquik 210 Gr","4320.00","4703.99"
20880,"Yerba Compuesta con Poleo Chamigo 1 Kg","3110.00","3110.00"
20881,"Aceitunas Verdes en Rodajas Castell 150 Gr","1925.00","1927.00"
20882,"Galletitas de Agua Argentitas Pack 3 Un 306 Gr","1410.00","1410.00"
20883,"Copos de Maiz Azucarados Zucaritas 150 Gr","1500.00","1600.00"
20884,"Pasta de Mani Frasco Mani King 500 Gr","3675.00","3740.00"
20885,"Mayonesa Sabor Original Libre de Gluten Doypack Menoyo 500 Gr","959.04","1430.00"
20886,"Fideos Coditos Rayados Fortificados Favorita 500 Gr","850.00","850.00"
20887,"Yerba Mate Suave Amanda 500 Gr","1860.00","2229.00"
20888,"Mayonesa Liviana Pou Hellmann'S 950 Gr","3470.00","3475.00"
20889,"Yerba Hierbas Serranas Cbse 1 Kg","2949.00","3120.00"
20890,"Aceite de Girasol Legitimo 900 Ml","1289.00","1690.00"
20891,"Mermelada de Frutilla Emeth 420 Gr","1240.00","1795.00"
20892,"Harina de Trigo Fortivac 000 Morixe 1 Kg","381.24","790.00"
20893,"Mini Budin Vainilla 9 de Oro 140 Gr","1680.00","1790.00"
20894,"Galletitas Clasicas Express Pack 3 Un 103 Gr","1989.00","1995.00"
20895,"Pasta de Mani Crunch con Trocitos de Mani sin TACC King 350 Gr","2779.00","3533.99"
22022,"Alfajor Negro Tofi 44 Gr","509.00","625.00"
20896,"Tostadas de Arroz sin Sal sin TACC Tia Maruca 120 Gr","984.00","1030.00"
20897,"Palitos Salados Pep 120 Gr","2288.99","2525.00"
20898,"Harina Leudante Ultra Refinada con Vitamina D Pureza 1 Kg","1227.84","1280.00"
20899,"Pan de Hamburguesa Lactal 210 Gr","1645.00","1650.00"
20900,"Avena Integral Instantanea Quaker 500 Gr","3100.00","3150.00"
20901,"Alfajor Triple Dulce de Leche Turimar 60 Gr","500.00","500.00"
20902,"Papas Fritas Ondas Lays 70 Gr","2229.00","2505.00"
20903,"Flan para Preparar Vainilla Emeth 60 Gr","401.76","1199.00"
20904,"Tableta de Chocolate Aireado Suflair Nestle 80 Gr","2659.00","3730.00"
20905,"Aceite de Oliva Extra Virgen Clasico Cañuelas 500 Ml","11265.19","11734.57"
20906,"Mini Alfajor Chocolate Negro Alfa Pampa 32 Gr","550.00","896.00"
20907,"Galletitas con Chips Mini Pepitos 50 Gr","735.00","759.00"
20908,"Sopa de Vegetales con Caracol Verde Knorr 80 Gr","1630.00","1659.00"
20909,"Nachos Tostitos 129 Gr","3209.00","3575.00"
20910,"Alfajor Triple de Chocolate Fantoche 85 Gr","949.99","979.00"
20911,"Salsa Chimichurri Dos Anclas 375 Gr","2760.00","3212.00"
20912,"Flan para Preparar Vainilla Emeth 60 Gr","401.76","1199.00"
20913,"Alfajor de Dulce de Leche Sol Serrano 40 Gr","330.00","362.00"
20914,"Alfajor Triple Dulce de Leche Turimar 60 Gr","500.00","500.00"
20915,"Galletitas con Chips Mini Pepitos 50 Gr","735.00","759.00"
20916,"Tostadas de Arroz sin Sal sin TACC Tia Maruca 120 Gr","984.00","1030.00"
20917,"Alfajorcito de Maicena 6 Un","2100.00","2190.00"
20918,"Premezcla para Pizza con Levadura Pureza 550 Gr","1449.00","1510.00"
20919,"Papas Fritas sabor Jamon Serrano Lays 77 Gr","2130.00","2195.00"
20920,"Chupetin Crazy Dips de Uva Chupa Chups 12 Gr","650.00","928.00"
20921,"Papas Fritas Ondas Lays 70 Gr","2229.00","2505.00"
20922,"Nachos Tostitos 129 Gr","3209.00","3575.00"
20923,"Aceitunas Verdes Rellenas en Doy Pack Castell 180 Gr","2465.00","2469.00"
20924,"Polvo de Cacao Toddy 360 Gr","2300.00","3035.00"
20925,"Cafe Molido Tostado Super Cabrales 125 Gr","4990.00","5040.00"
20926,"Aceite de Oliva Extra Virgen Suave Cocinero 500 Ml","10665.60","12250.00"
20927,"Harina Leudante Ultra Refinada con Vitamina D Pureza 1 Kg","1227.84","1280.00"
20928,"Aceite de Girasol Cocinero 900 Ml","1814.40","1890.00"
20929,"Aceite de Oliva Extra Virgen Clasico Cañuelas 500 Ml","11265.19","11734.57"
20930,"Grisines de Salvado Panex 180 Gr","1690.00","1790.00"
20931,"Aritos Frutales Granix 130 Gr","1105.00","1105.00"
20932,"Premezcla para Bizcochuelo Vainilla Morixe 540 Gr","2005.00","2111.40"
20933,"Miel Liquida Aleluya 470 Gr","4859.00","5766.00"
20934,"Mermelada de Ciruela Emeth 420 Gr","1190.00","1650.00"
20935,"Pickles Castell 140 Gr","1855.00","1855.00"
20936,"Aceite de Girasol Legitimo 900 Ml","1289.00","1690.00"
20937,"Yerba Compuesta con Poleo Chamigo 1 Kg","3110.00","3110.00"
20938,"Avena Tradicional Quaker 550 Gr","3375.00","3500.00"
20939,"Mini Budin Vainilla 9 de Oro 140 Gr","1680.00","1790.00"
20940,"Barra de Chocolate Classic Diplomata Nestle 80 Gr","2500.00","3440.00"
20941,"Arroz Monovarietal Corto Molinos Ala 1 Kg","2470.00","3800.00"
20942,"Mermelada de Durazno Emeth 420 Gr","1150.00","1650.00"
20943,"Pan de Hamburguesa Lactal 210 Gr","1645.00","1650.00"
20944,"Sal Light en Salero Celusal 235 Gr","4455.00","4800.00"
20945,"Nachos Tostitos 77 Gr","2535.00","4065.00"
20946,"Galletitas de Agua Argentitas Pack 3 Un 306 Gr","1410.00","1410.00"
20947,"Yerba Mate Jengibre Cbse 500 Gr","1590.00","1590.00"
20948,"Merengue Medianos Blancos 130 Gr","1390.00","2075.00"
20949,"Mermelada Durazno Cuarto Creciente 400 Gr","3349.00","5180.00"
20950,"Tableta de Chocolate con Mani Nestle 33 Gr","1150.00","1200.00"
20951,"Endulzante en Sobres Hileret Stevia 200 Un","8870.00","8970.00"
20952,"Galletitas La Providencia 505 Gr","1400.00","1400.00"
20953,"Yerba Mate con Palo Guarana Cbse 500 Gr","1589.00","1590.00"
20954,"Biscuit Bolsa Cristal 142 Gr","1590.00","1590.00"
20955,"Alfajor Mediano Los Artesanos 500 Gr","949.99","950.00"
20956,"Gomitas Animalitos Yummy 30 Gr","140.00","377.99"
20957,"Te en Saquitos Filtro Diamantado Taragui 25 Un","795.00","829.00"
20958,"Flan Casero Entero con Dulce de Leche Sancor 2 Un 115 Gr","2659.00","2725.00"
20959,"Mermelada Durazno Cuarto Creciente 400 Gr","3349.00","5180.00"
20960,"Cebolla Deshidratada Knorr 100 Gr","1635.00","1960.00"
20961,"Tostadas Dulces Libres Riera 200 Gr","1650.99","1810.00"
20962,"Pan de Pancho Lactal 210 Gr","1645.00","1650.00"
20963,"Galletitas La Providencia 505 Gr","1400.00","1400.00"
20964,"Alfajor Mediano Los Artesanos 500 Gr","949.99","950.00"
20965,"Galletitas Dulces Porteñitas 130 Gr","733.99","1005.00"
20966,"Aceto Balsamico Tipo Di Modena Cocinero 250 Cc","2490.00","2490.00"
20967,"Avena Instantanea La Española 300 Gr","1450.00","1599.99"
20968,"Tostadas Clasicas Libres Riera 200 Gr","1435.99","1850.00"
20969,"Premezcla para Faina Natural Pop Paq 210 Gr","1359.90","1500.00"
20970,"Te en Saquitos Green Hills 50 Un","2150.00","2198.00"
20971,"Merengue Medianos Blancos 130 Gr","1390.00","2075.00"
20972,"Endulzante en Sobres Hileret Stevia 200 Un","8870.00","8970.00"
20973,"Papas Fritas Acanaladas Pehuamar 135 Gr","2300.00","2300.00"
20974,"Edulcorante Liquido Hileret 500 Ml","3680.00","4250.00"
20975,"Tableta de Chocolate con Mani Nestle 33 Gr","1150.00","1200.00"
20976,"Mermelada de Durazno sin Azucar Cormillot 390 Gr","3150.00","3169.00"
20977,"Cacao Menos Azucar Nesquik 300 Gr","2500.00","5050.00"
20978,"Barras de Mani y Cacao Zafran 4 Un 112 Gr","3600.00","3600.00"
20979,"Te en Saquitos Crysf 50 Un","960.00","1326.00"
20980,"Bocadito Relleno con Chocolate Blanco Granix 180 Gr","2270.00","2300.00"
20981,"Budin de Limon con Semillas de Amapola Pudding 100 Ducados 300 Gr","3100.00","4005.00"
20982,"Biscuit Bolsa Cristal 142 Gr","1590.00","1590.00"
20983,"Edulcorante Liquido Hileret Zucra 400 Cc","4740.00","4752.00"
20984,"Budin de Chocolate Cañuelas 220 Gr","1090.00","1679.99"
20985,"Mini Crackers Salvado Paseo 300 Gr","1574.99","1640.00"
20986,"Postre para Preparar Dulce de Leche Exquisita 80 Gr","865.00","865.00"
20987,"Dulce de Leche Colonial La Serenisima 1 Kg","6850.95","6985.00"
20988,"Mermelada de Frutilla Light Frasco Cormillot 390 Gr","2940.00","3240.00"
20989,"Galletitas Crackers Mas Grande Criollitas 169 Gr","760.00","760.00"
20990,"Mermelada Emeth Light Ciruela 390 Gr","3680.00","4200.00"
20991,"Barra de Arroz con Chocolate Choco Black 20 Gr","459.00","680.00"
20992,"Te en Saquitos Green Hills 25 Un","1230.00","1230.90"
20993,"Tartellete con Mermelada Sabor Frutos del Bosque Trio 300 Gr","1827.99","2035.00"
20994,"Arroz Integral sin TACC Cormillot Paquete Molinos Ala 500 Gr","1135.00","1695.00"
20995,"Barra de Cereales con Almendras Tostadas Vita Cereal 138 Gr","3000.00","3139.00"
20996,"Vinagre de Manzana Menoyo 500 Cc","1730.00","1925.00"
20997,"Risotto Pronto 4 Quesos Gallo 240 Gr","2500.00","2501.00"
20998,"Edulcorante Liquido Hileret Zucra 400 Cc","4740.00","4752.00"
20999,"Tableta de Chocolate con Mani Nestle 33 Gr","1150.00","1200.00"
21000,"Endulzante en Sobres Hileret Stevia 200 Un","8870.00","8970.00"
21001,"Edulcorante Liquido Clasico Hileret 250 Ml","2134.00","2240.00"
21002,"Mermelada Emeth Light Ciruela 390 Gr","3680.00","4200.00"
21003,"Mermelada de Frutilla Light Frasco Cormillot 390 Gr","2940.00","3240.00"
21004,"Mayonesa Liviana Hellmann'S 320 Gr","2260.00","2260.00"
21005,"Barra de Arroz con Chocolate Choco Black 20 Gr","459.00","680.00"
21006,"Tartellete con Mermelada Sabor Frutos del Bosque Trio 300 Gr","1827.99","2035.00"
21007,"Galletitas Crackers Mas Grande Criollitas 169 Gr","760.00","760.00"
21008,"Barra de Cereales con Almendras Tostadas Vita Cereal 138 Gr","3000.00","3139.00"
21009,"Vinagre de Manzana Menoyo 500 Cc","1730.00","1925.00"
21010,"Azucar Light Doypack Hileret 500 Gr","2200.00","2217.00"
21011,"Pasta de Avellana y Cacao Nutella 350 Gr","7415.00","7415.99"
21012,"Harina de Maiz Blanco para Arepas Morixe 20 Un 1 Kg","3538.00","3695.00"
21013,"Yerba Mate Tradicional Natura 500 Gr","1990.00","2150.00"
21014,"Barras de Almendras y Cocos Zafran 4 Un 112 Gr","3600.00","3600.00"
21015,"Yerba Mate Seleccion Especial Amanda 500 Gr","1929.00","1940.00"
21016,"Biscuit Bolsa Cristal 142 Gr","1590.00","1590.00"
21017,"Dulce de Leche Colonial La Serenisima 1 Kg","6850.95","6985.00"
21018,"Budin de Limon con Semillas de Amapola Pudding 100 Ducados 300 Gr","3100.00","4005.00"
21019,"Azucar Light Doypack Hileret 250 Gr","1360.00","1440.00"
21020,"Galletitas con Chips Chocolate Parnor 120 Gr","1150.00","1150.00"
21021,"Mani con Cascara 250 Gr","2790.00","2790.00"
21022,"Galletitas Chocolate Chocodias 220 Gr","1230.00","1230.00"
21023,"Fideos Cabellos de Angel Dia 500 Gr","1750.00","1750.00"
21024,"Aderezo a Base de Mayonesa y Ajo Kansas 400 Gr","4190.00","4190.00"
21025,"Polenta Instantanea La Española 500 Gr","440.00","440.00"
21026,"Pure de Tomate con Albahaca y Ajo Dia 520 Gr","1140.00","1140.00"
21027,"Atun en Lomitos al Natural Dia 240 Gr","4690.00","4690.00"
21028,"Galletitas Sabor Frambuesa Dia 140 Gr","1160.00","1160.00"
21029,"Malta Soluble Instantanea Dia 170 Gr","1750.00","1750.00"
21030,"Galletitas Pepas Dia 250 Gr","1250.00","1250.00"
21031,"Copos de Maiz Dia 400 Gr","1400.00","1400.00"
21032,"Galletitas Rellenas Dia 400 Gr","1850.00","1850.00"
21033,"Postre de Mani Clasico Mantecol 111 Gr","2890.00","2890.00"
21034,"Edulcorante Liquido con Stevia Dia 500 Ml","3050.00","3050.00"
21035,"Dulce de Leche Light Dia 400 Gr","1990.00","1990.00"
21036,"Tartellete con Mermelada Sabor Frutilla Trio 300 Gr","2035.00","2035.00"
21037,"Alfajor Glaseado Dia 40 Gr","590.00","590.00"
21038,"Edulcorante con Stevia en Sobres Dia 100 Un","3100.00","3100.00"
21039,"Granas Verde Dia 50 Gr","580.00","580.00"
21040,"Alfajor Mousse Dia 42 Gr","690.00","690.00"
21041,"Tartellete con Mermelada Sabor Frutilla Trio 300 Gr","2035.00","2035.00"
21042,"Porotos en Lata Montenevi 340 Gr","1070.00","1070.00"
21043,"Alfajor Glaseado Dia 40 Gr","590.00","590.00"
21044,"Leche en Polvo Entera con Vitaminas Purisima 200 Gr","2400.00","2400.00"
21045,"Grisines Malteados 200 Gr","990.00","990.00"
21046,"Barra de Arroz Dia 60 Gr","1000.00","1000.00"
21047,"Barra de Chocolate Rellena Smack 35 Gr","400.00","400.00"
21048,"Polvo para Preparar Gelatina de Frambuesa Emeth 70 Gr","1550.00","1550.00"
21049,"Alfajor Chocolate Dia 55 Gr","750.00","750.00"
21050,"Fideos Tirabuzones Cuquets 500 Gr","1040.00","1040.00"
21051,"Aceite de Girasol Dia 1.5 Lt","2930.00","2930.00"
21052,"Mayonesa Sabor Original Libre de Gluten Menoyo 1 Un","2320.00","2320.00"
21053,"Galletas de Avena con Chocolate Dia 100 Gr","920.00","920.00"
21054,"Snack Pizzitos de Jamon y Queso Nikitos 100 Gr","890.00","890.00"
21055,"Mermelada Durazno Dia 454 Gr","2200.00","2200.00"
21056,"Galletitas Vainilla Mousse Mini Pitusas 160 Gr","1240.00","1240.00"
21057,"Palitos Salados Dia 100 Gr","1195.00","1195.00"
21058,"Aji Molido Dia 50 Gr","1155.00","1155.00"
21059,"Lentejas Secas Remojadas Dia 300 Gr","790.00","790.00"
21060,"Edulcorante Liquido sin TACC Dia 500 Ml","3260.00","3260.00"
21061,"Mermelada Light de Frutos Rojos Dia 390 Gr","2700.00","2700.00"
21062,"Barra de Cereales con Yogur Frutos del Bosque Flow 6 Un 162 Gr","2880.00","2880.00"
21063,"Cereales Honey Nuts Quaker 200 Gr","4250.00","4250.00"
21064,"Te Boldo en Saquitos Dia 25 Un","1380.00","1380.00"
21065,"Galletitas Frutos del Bosque Dia 140 Gr","1160.00","1160.00"
21066,"Mayonesa Dia 500 Gr","1250.00","1250.00"
21067,"Choclo Amarillo sin Sal Agregada Dia 300 Gr","1840.00","1840.00"
21068,"Mostaza sin TACC Doypack Menoyo 250 Gr","870.00","870.00"
21069,"Oblea Chocolate y Choc Blanco Dia 100 Gr","790.00","790.00"
21070,"Mayonesa Sabor Original Libre de Gluten Menoyo 1 Un","760.00","760.00"
21071,"Leche en Polvo Entera Dia 800 Gr","8400.00","8400.00"
21072,"Mezcla para Pizza Dia 500 Gr","1180.00","1180.00"
21073,"Pionono Salado Dia 150 Gr","1850.00","1850.00"
21074,"Tomate Triturado Dia 950 Gr","2090.00","2090.00"
21075,"Pimenton Dia 50 Gr","1310.00","1310.00"
21076,"Pan de Hamburguesa 6 Un","1000.00","1000.00"
21077,"Budin Marmolado 250 Gr","2620.00","2620.00"
21078,"Mermelada de Frambuesa Dia 454 Gr","2700.00","2700.00"
21079,"Mani sin Sal 500 Gr","3790.00","3790.00"
21080,"Bolitas de Cereales Chocolate Granix 150 Gr","1250.00","1250.00"
21081,"Pepitas de Membrillo 1 Un","1575.00","1575.00"
21082,"Granas Celeste Dia 50 Gr","580.00","580.00"
21083,"Galletitas Polvorone Celosas 120 Gr","590.00","590.00"
21084,"Caramelos Confitados Halloween Sugus 50 Gr","370.00","370.00"
21085,"Anchoas Calabresa Dia 90 Gr","4990.00","4990.00"
21086,"Te Verde en Saquitos sin TACC Dia 25 Un","880.00","880.00"
21087,"Pan para Hamburguesa Mendia 4 Un","1285.00","1285.00"
21088,"Picadillo de Carne Dia 90 Gr","680.00","680.00"
21089,"Aceite de Girasol Dia 900 Ml","1670.00","1670.00"
21090,"Galletitas con Relleno de Chocolate Dia 140 Gr","1160.00","1160.00"
21091,"Atun en Lomitos al Natural Dia 354 Gr","4690.00","4690.00"
21092,"Salsa de Soja Menoyo 250 Ml","1740.00","1740.00"
21093,"Bizcochos de Grasa Dia 200 Gr","1070.00","1070.00"
21094,"Garrapiñadas de Mani Arcor 80 Gr","1200.00","1200.00"
21095,"Galletitas Tapa de Alfajor Dia 400 Gr","2900.00","2900.00"
21096,"Hummus con Aceite de Oliva Kyros 230 Gr","3190.00","3190.00"
21097,"Cereal Aritos Frutados Dia 200 Gr","1790.00","1790.00"
21098,"Hummus con Pimenton Kyros 230 Gr","3190.00","3190.00"
21099,"Palmitos Enteros Dia 400 Gr","3140.00","3140.00"
21100,"Copos de Maiz Dia 400 Gr","1400.00","1400.00"
21101,"Porotos en Lata Montenevi 340 Gr","1070.00","1070.00"
21102,"Galletitas Terepin 200 Gr","940.00","940.00"
21103,"Dulce de Leche Dia 400 Gr","1890.00","1890.00"
21104,"Obleas con Relleno de Limon Dia 100 Gr","705.00","705.00"
21105,"Galletas de Avena con Chocolate Dia 100 Gr","920.00","920.00"
21106,"Barra de Arroz Dia 60 Gr","1000.00","1000.00"
21107,"Grisines Malteados 200 Gr","990.00","990.00"
21108,"Relleno Bon o Bon 290 Gr","3670.00","3670.00"
21109,"Barra de Chocolate Rellena Smack 35 Gr","400.00","400.00"
21110,"Mayonesa Sabor Original Libre de Gluten Menoyo 1 Un","760.00","760.00"
21111,"Turron de Mani Dia 80 Gr","1150.00","1150.00"
21112,"Polvo para Cappuccino Dia 125 Gr","1990.00","1990.00"
21113,"Obleas con Relleno de Vainilla Dia 100 Gr","705.00","705.00"
21114,"Te Mezcla de Hierbas en Saquitos sin TACC Dia 25 Un","1050.00","1050.00"
21115,"Provenzal Dia 50 Gr","1500.00","1500.00"
21116,"Alfajor Mousse Dia 42 Gr","690.00","690.00"
21117,"Grisines Malteados 180 Gr","1790.00","1790.00"
21118,"Galletitas Pepas Membrillo Dia 900 Gr","3150.00","3150.00"
21119,"Fideos Tirabuzones Cuquets 500 Gr","1040.00","1040.00"
21120,"Bombon Mousse Chocolate Smack 16 Gr","300.00","300.00"
21121,"Chocolate con Mani Dia 80 Gr","1450.00","1450.00"
21122,"Fideos Spaghetti Dia 500 Gr","1180.00","1180.00"
21123,"Harina Especial para Pizza Dia 1 Kg","1610.00","1610.00"
21124,"Yerba Mate Caa Yari 500 Gr","2090.00","2090.00"
21125,"Dulce de Leche Light Dia 400 Gr","1990.00","1990.00"
21126,"Edulcorante en Polvo Dia 100 Un","2500.00","2500.00"
21127,"Bizcochos de Azucar Dia 200 Gr","1070.00","1070.00"
21128,"Snack Palitos Sabor Queos Cheddar Dia 120 Gr","1400.00","1400.00"
21129,"Vinagre de Vino Dia 500 Ml","1050.00","1050.00"
21130,"Gomitas Doggie Gummi Zone 24 Un 9 Gr","350.00","350.00"
21131,"Galletas con Relleno de Frutilla Dia 140 Gr","1160.00","1160.00"
21132,"Budin con Fruta Cuque 170 Gr","1450.00","1450.00"
21133,"Turron Crujiente Dia 90 Gr","1450.00","1450.00"
21134,"Pan para Hamburguesa Mendia 4 Un","1285.00","1285.00"
21135,"Cubanitos Relleno de Dulce De Leche Arbanit 28 Gr","800.00","800.00"
21136,"Polvo para Hornear Dia 50 Gr","840.00","840.00"
21137,"Galletitas Tapa de Alfajor Dia 400 Gr","2900.00","2900.00"
21138,"Vinagre de Alcohol Dia 1 Lt","990.00","990.00"
21139,"Choclo Amarillo Recart Dia 340 Gr","840.00","840.00"
21140,"Budin Vainilla Cuquets 170 Gr","1450.00","1450.00"
21141,"Postre de Mani Dia 105 Gr","1690.00","1690.00"
21142,"Galletitas Crackers Cuquets 110 Gr","355.00","355.00"
21143,"Tomate Triturado Don Francisco Noel 960 Ml","2550.00","2550.00"
21144,"Anchoas Calabresa Dia 90 Gr","4990.00","4990.00"
21145,"Leche en Polvo Descremada Dia 800 Gr","8400.00","8400.00"
21146,"Bolitas de Cereales Chocolate Granix 150 Gr","1250.00","1250.00"
21147,"Budin Naranja 250 Gr","2990.00","2990.00"
21148,"Dulce de Leche Repostero Dia 400 Gr","2050.00","2050.00"
21149,"Porotos en Lata Montenevi 340 Gr","1070.00","1070.00"
21150,"Bizcochos de Grasa Dia 200 Gr","1070.00","1070.00"
21151,"Galletas de Avena con Chocolate Dia 100 Gr","920.00","920.00"
21152,"Barra de Arroz Dia 60 Gr","1000.00","1000.00"
21153,"Galletitas Pepas Membrillo Dia 900 Gr","3150.00","3150.00"
21154,"Alfajor Negro Mogy 21 Gr","500.00","500.00"
21155,"Galletitas Mantequitas Dia 250 Gr","1210.00","1210.00"
21156,"Barra de Chocolate Rellena Smack 35 Gr","400.00","400.00"
21157,"Garrapiñadas de Mani Arcor 80 Gr","1200.00","1200.00"
21158,"Te Verde en Saquitos sin TACC Dia 25 Un","880.00","880.00"
21159,"Leche en Polvo Entera con Vitaminas Purisima 200 Gr","2400.00","2400.00"
21160,"Grisines Malteados 200 Gr","990.00","990.00"
21161,"Cereal Bolas Chocolatas Dia 200 Gr","1700.00","1700.00"
21162,"Nachos Tradicionales Dia 100 Gr","1500.00","1500.00"
21163,"Atun en Lomitos al Natural Dia 170 Gr","2390.00","2390.00"
21164,"Chocolate con Leche Dia 80 Gr","1450.00","1450.00"
21165,"Bizcochos Salados Smams 150 Gr","1760.00","1760.00"
21166,"Dulce de Leche Repostero Dia 400 Gr","2050.00","2050.00"
21167,"Te de Manzanilla en Saquitos sin TACC Dia 25 Un","860.00","860.00"
21168,"Cubanitos Relleno de Dulce De Leche Arbanit 28 Gr","800.00","800.00"
21169,"Turron Crujiente Dia 90 Gr","1450.00","1450.00"
21170,"Mayonesa Dia 250 Ml","690.00","690.00"
21171,"Galletas con Relleno de Frutilla Dia 140 Gr","1160.00","1160.00"
21172,"Mate Cocido en Saquitos Crysf 50 Un","1290.00","1290.00"
21173,"Alfajor Negro Mogy 21 Gr","500.00","500.00"
21174,"Anchoas Provenzal Dia 90 Gr","4990.00","4990.00"
21175,"Galletitas Rellenas Chocolate Dia 97 Gr","630.00","630.00"
21176,"Durazno en Mitades Dia Light 800 Gr","2490.00","2490.00"
21177,"Endulzante Liquido Mate Hileret 200 Ml","2060.00","2060.00"
21178,"Alfajor Negro 1 Un","625.00","625.00"
21179,"Mermelada Frutos Rojos Cuarto Creciente 400 Gr","4740.00","4740.00"
21180,"Galletitas Sabor Vainilla con Chips de Chocolate Dia 185 Gr","1260.00","1260.00"
21181,"Obleas con Relleno de Frutilla Dia 100 Gr","705.00","705.00"
21182,"Galletitas Vainilla Bañadas En Chocolate Celosas 110 Gr","665.00","665.00"
21183,"Bizcochos de Azucar Dia 200 Gr","1070.00","1070.00"
21184,"Snack Palitos Sabor Queos Cheddar Dia 120 Gr","1400.00","1400.00"
21185,"Cookies Americanas 180 Gr","2590.00","2590.00"
21186,"Jalea de Membrillo Dia 454 Gr","2700.00","2700.00"
21187,"Budin de Vainilla con Dulce de Leche Cañuelas 220 Gr","1090.00","1090.00"
22023,"Chocolate Milka 150 Gr","5385.00","5549.00"
21188,"Pan para Hamburguesa Mendia 4 Un","1285.00","1285.00"
